ts,lat,lon,sog
2021-12-29 13:34:54,55.201433,14.684423,6.5
2021-12-29 13:35:53,55.19988,14.686103,6.6
2021-12-29 13:36:25,55.199068,14.687005,6.5
2021-12-29 13:36:54,55.198292,14.687848,6.8
2021-12-29 13:37:24,55.197535,14.688652,6.3
2021-12-29 13:37:54,55.196777,14.68954,6.6
2021-12-29 13:38:24,55.195988,14.69042,6.5
2021-12-29 13:38:55,55.195152,14.691308,7.0
2021-12-29 13:39:53,55.19361,14.692927,6.6
2021-12-29 13:39:54,55.19361,14.692927,6.6
2021-12-29 13:39:55,55.19361,14.692927,6.6
2021-12-29 13:40:24,55.192937,14.693963,6.5
2021-12-29 13:41:25,55.19148,14.69585,6.6
2021-12-29 13:41:54,55.190752,14.696645,6.4
2021-12-29 13:42:23,55.190038,14.697595,6.4
2021-12-29 13:42:54,55.189367,14.698633,6.6
2021-12-29 13:43:23,55.18867,14.699582,6.6
2021-12-29 13:43:54,55.188027,14.70085,6.4
2021-12-29 13:44:55,55.188648,14.701783,2.7
2021-12-29 13:45:53,55.188738,14.703065,1.7
2021-12-29 13:45:54,55.188738,14.703065,1.7
