ts,lat,lon,sog
2021-12-13 02:17:49,55.235113,14.262408,6.3
2021-12-13 02:17:58,55.234915,14.262105,6.3
2021-12-13 02:18:08,55.234718,14.261805,6.3
2021-12-13 02:18:19,55.234477,14.26145,6.2
2021-12-13 02:18:30,55.234237,14.261112,6.1
2021-12-13 02:18:38,55.234067,14.260868,6.0
2021-12-13 02:18:49,55.233812,14.260492,6.1
2021-12-13 02:18:58,55.23362,14.260198,6.1
2021-12-13 02:19:19,55.233182,14.259515,6.0
2021-12-13 02:19:38,55.232808,14.258932,6.0
2021-12-13 02:19:49,55.23256,14.258557,5.9
2021-12-13 02:19:58,55.232378,14.25828,5.8
2021-12-13 02:20:19,55.231955,14.257622,5.9
2021-12-13 02:20:30,55.231748,14.257302,6.0
2021-12-13 02:20:38,55.231583,14.257045,5.9
2021-12-13 02:20:49,55.231337,14.25666,6.0
2021-12-13 02:20:54,55.231337,14.25666,6.0
2021-12-13 02:20:58,55.231152,14.25637,6.0
2021-12-13 02:21:19,55.23073,14.25568,5.9
2021-12-13 02:21:38,55.230375,14.25509,5.9
2021-12-13 02:21:49,55.23014,14.254693,5.9
2021-12-13 02:21:58,55.229963,14.254405,5.9
2021-12-13 02:22:09,55.229737,14.254063,5.9
2021-12-13 02:22:19,55.229528,14.253758,5.9
2021-12-13 02:22:30,55.22932,14.253452,5.9
2021-12-13 02:22:38,55.22915,14.253205,5.9
2021-12-13 02:22:49,55.2289,14.252822,6.0
2021-12-13 02:22:59,55.228697,14.252495,6.0
2021-12-13 02:23:09,55.228488,14.25218,6.0
2021-12-13 02:23:18,55.228318,14.251928,6.0
2021-12-13 02:23:30,55.228065,14.25155,5.9
2021-12-13 02:23:38,55.227898,14.251302,5.9
2021-12-13 02:23:49,55.227648,14.250925,5.9
2021-12-13 02:23:59,55.227438,14.250612,5.9
2021-12-13 02:24:09,55.227233,14.250303,5.8
2021-12-13 02:24:18,55.227068,14.250062,5.8
2021-12-13 02:24:30,55.22682,14.24969,5.9
2021-12-13 02:24:38,55.226655,14.249438,5.9
2021-12-13 02:24:49,55.22641,14.249063,6.0
2021-12-13 02:24:59,55.226202,14.248745,6.0
2021-12-13 02:25:09,55.22599,14.248425,6.0
2021-12-13 02:25:30,55.225557,14.247793,6.1
2021-12-13 02:25:39,55.225357,14.247517,6.1
2021-12-13 02:25:49,55.225113,14.247183,6.1
2021-12-13 02:25:59,55.224895,14.246877,6.1
2021-12-13 02:26:09,55.224678,14.246563,6.1
2021-12-13 02:26:18,55.22451,14.246313,6.0
2021-12-13 02:26:30,55.22426,14.245933,6.0
2021-12-13 02:26:39,55.224072,14.245643,6.0
2021-12-13 02:26:49,55.223843,14.245287,6.0
2021-12-13 02:26:54,55.223843,14.245287,6.0
2021-12-13 02:26:59,55.223655,14.244992,6.0
2021-12-13 02:27:09,55.223427,14.24463,6.0
2021-12-13 02:27:18,55.22326,14.244362,6.1
2021-12-13 02:27:29,55.223067,14.24373,10.3
