ts,lat,lon,sog
2021-12-16 04:42:17,55.316,14.755167,13.7
2021-12-16 04:42:27,55.316,14.756333,13.8
2021-12-16 04:42:47,55.316,14.7585,13.8
2021-12-16 04:42:55,55.316,14.7595,13.8
2021-12-16 04:43:06,55.316,14.760667,13.8
2021-12-16 04:43:17,55.316,14.762,13.8
2021-12-16 04:43:27,55.316,14.763,13.8
2021-12-16 04:43:36,55.316,14.764,13.8
2021-12-16 04:43:47,55.316,14.765167,13.8
2021-12-16 04:43:55,55.316167,14.766167,13.9
2021-12-16 04:44:06,55.316167,14.7675,13.8
2021-12-16 04:44:16,55.316167,14.7685,13.9
2021-12-16 04:44:23,55.316167,14.769167,13.8
2021-12-16 04:44:24,55.316167,14.7695,13.7
2021-12-16 04:44:26,55.316167,14.769667,13.7
2021-12-16 04:44:27,55.316167,14.769833,13.7
2021-12-16 04:44:28,55.316167,14.769833,13.7
2021-12-16 04:44:30,55.316167,14.770167,13.6
2021-12-16 04:44:32,55.316,14.770333,13.6
2021-12-16 04:44:35,55.316,14.7705,13.5
2021-12-16 04:44:36,55.316,14.770833,13.5
2021-12-16 04:44:38,55.316,14.771,13.4
2021-12-16 04:44:40,55.316,14.771167,13.3
2021-12-16 04:44:42,55.316,14.771333,13.2
2021-12-16 04:44:47,55.316,14.771833,13.2
2021-12-16 04:44:53,55.315833,14.7725,13.0
2021-12-16 04:44:56,55.315833,14.772833,12.8
2021-12-16 04:44:59,55.315833,14.773,12.8
2021-12-16 04:45:05,55.315667,14.773667,12.5
2021-12-16 04:45:06,55.315667,14.773833,12.5
2021-12-16 04:45:11,55.315667,14.774167,12.4
2021-12-16 04:45:16,55.3155,14.774833,12.1
2021-12-16 04:45:23,55.3155,14.775333,12.0
2021-12-16 04:45:28,55.315333,14.775833,11.9
2021-12-16 04:45:35,55.315167,14.7765,11.8
2021-12-16 04:45:40,55.315167,14.776833,11.7
2021-12-16 04:45:47,55.315,14.777667,11.6
2021-12-16 04:45:53,55.314833,14.778167,11.4
2021-12-16 04:45:59,55.314833,14.778667,11.3
2021-12-16 04:46:05,55.314667,14.779167,11.2
2021-12-16 04:46:11,55.3145,14.779667,11.1
2021-12-16 04:46:16,55.3145,14.78,11.0
2021-12-16 04:46:23,55.314333,14.780667,11.0
2021-12-16 04:46:28,55.314333,14.781167,10.9
2021-12-16 04:46:32,55.314333,14.781167,10.9
2021-12-16 04:46:35,55.314167,14.781667,10.8
2021-12-16 04:46:40,55.314167,14.782,10.7
2021-12-16 04:46:47,55.314,14.7825,10.6
2021-12-16 04:46:53,55.313833,14.783167,10.5
2021-12-16 04:46:59,55.313833,14.7835,10.5
2021-12-16 04:47:05,55.313667,14.784,10.4
2021-12-16 04:47:11,55.313667,14.7845,10.2
2021-12-16 04:47:16,55.3135,14.785,10.2
2021-12-16 04:47:23,55.3135,14.785333,10.2
2021-12-16 04:47:28,55.313333,14.785833,10.1
2021-12-16 04:47:33,55.313333,14.786167,10.1
2021-12-16 04:47:35,55.313333,14.786333,10.1
2021-12-16 04:47:40,55.313167,14.786833,10.1
2021-12-16 04:47:43,55.313167,14.787,10.0
2021-12-16 04:47:47,55.313167,14.787333,10.0
2021-12-16 04:47:53,55.313,14.787667,9.9
2021-12-16 04:47:59,55.313,14.788167,9.9
2021-12-16 04:48:05,55.312833,14.788667,9.8
2021-12-16 04:48:11,55.312667,14.789,9.7
2021-12-16 04:48:12,55.312667,14.789167,9.7
2021-12-16 04:48:16,55.312667,14.7895,9.7
2021-12-16 04:48:23,55.3125,14.79,9.6
2021-12-16 04:48:33,55.312333,14.790667,9.4
2021-12-16 04:48:43,55.312167,14.7915,9.3
2021-12-16 04:48:53,55.312,14.792167,9.2
2021-12-16 04:49:03,55.311833,14.792667,9.0
2021-12-16 04:49:12,55.311667,14.793333,9.0
2021-12-16 04:49:23,55.311333,14.794,8.8
2021-12-16 04:49:33,55.311167,14.7945,8.8
2021-12-16 04:49:43,55.311,14.795167,8.7
2021-12-16 04:49:53,55.310667,14.795667,8.7
2021-12-16 04:50:03,55.3105,14.796333,8.6
2021-12-16 04:50:12,55.310333,14.796833,8.6
2021-12-16 04:50:23,55.310167,14.7975,8.5
2021-12-16 04:50:32,55.309833,14.798,8.4
